0,無効,Invalid
1,空条　傘夏,KujoSanka
2,八海さん,Hakkaisan
3,鈴木　陽一,SuzukiYoichi
4,茶釜　つぶき,ChagamaTsubuki
5,ジョー＆ミョーの仲良しチャンネル,JoAndMyo
6,ティカラ,Ticala
7,さけっぷりん,Sakeppurin
8,桜守,Sakuramori
9,紅の華魚,Kurenai
10,澄水神,Misumigami
11,春日山の兵,KasugayamaSoldiers
12,リリアン,Lillian
13,小嶋　波奈,KojimaHana
14,フィオラ,Fiora
15,花園　祭音,Hanazono Matsune
16,２月イベントキャラ,Event Chara 2gatsu
17,甘井　苦之介,Amai Niganosuke
18,卯月　桜,Uduki Sakura
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,,
200,敵無効データ,
201,ハクロ,Hakuro
202,ブックハンド,Book hand
203,オステオン,Osteon
204,ターボ・タロ,Turbo Taro
205,キャロティ,Carroty
206,リトルオニオンズ,Little onions
207,ドン・トマト,Boss Tomato
208,オステオロン,Osteolon
209,スカルマッスルファイターV,Skull muscle fighter V
210,新春獰猛クロウタツ,
211,もちもちモンスター,
212,１月ザコ２,
213,１月ザコ３,
214,２月ボス,
215,ラブリーソードスウィンガー,
216,チョコの異形(緑),
217,キュー,
218,砂糖好子,
219,メガチョコ,
220,キャンディテディベア,
221,キュー,
222,サク・ランデブー,
223,ヴィニラファントム ,
224,酔缶,
225,ランチミミックス,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,,
239,,
240,,
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,上杉　摩謙勇,Uesugi Makkenyu
