0,無効,Invalid
1,空条　傘夏スキル１,
2,空条　傘夏スキル２,
3,八海さんスキル１,
4,八海さんスキル２,
5,陶芸投げ,Pottery throwing
6,鈴木　陽一スキル２,
7,茶釜　つぶきスキル１,
8,茶釜　つぶきスキル２,
9,雪降らし,Snow falling
10,新幹線,Bullet train
11,ティカラスキル１,
12,ティカラスキル２,
13,いたずら,Trick
14,さけっぷりんスキル２,
15,桜守スキル１,
16,桜守スキル２,
17,紅の華魚スキル１,
18,紅の華魚スキル２,
19,水禍,Water disaster
20,龍の息吹,Dragon breath
21,特攻,Simultaneous attack
22,5回斬り,5slash
23,回復,Heal
24,バフ,Baff
25,ソバフ,Sobaff
26,小嶋　波奈スキル２,
27,フォレストカース,Curse of the forest
28,森の木漏れ日,Dappled sunlight
29,覇玖呂,Hakuro
30,白い被り物の幻想,White illusion
31,書物の召喚,Summon book
32,崩壊,Collapse
33,スカルダスト,Skull dust
34,骨の盾,Bone shield
35,デンプン吸収ビーム,Starch suction beam
36,エクスプロージョンポテト,Explosion potato
37,ジャベリンキャキャロット,Javelin cacarrot
38,キャロティースキル2,
39,オニオンラッシュ,Onion rush
40,リトルオニオンズスキル2,
41,トマト爆弾,Tomato bomb
42,野菜呼び,Call subordinate vegetables
43,骨飛ばし,Bone throwing
44,骨の盾,Bone shield
45,スカルブラスト,Skull blast
46,ベジタブルヒール,Vegetable heal
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
145,,
146,,
147,,
148,,
149,,
150,,
151,,
152,,
153,,
154,,
155,,
156,,
157,,
158,,
159,,
160,,
161,,
162,,
163,,
164,,
165,,
166,,
167,,
168,,
169,,
170,,
171,,
172,,
173,,
174,,
175,,
176,,
177,,
178,,
179,,
180,,
181,,
182,,
183,,
184,,
185,,
186,,
187,,
188,,
189,,
190,,
191,,
192,,
193,,
194,,
195,,
196,,
197,,
198,,
199,,
200,,
201,,
202,,
203,,
204,,
205,,
206,,
207,,
208,,
209,,
210,,
211,,
212,,
213,,
214,,
215,,
216,,
217,,
218,,
219,,
220,,
221,,
222,,
223,,
224,,
225,,
226,,
227,,
228,,
229,,
230,,
231,,
232,,
233,,
234,,
235,,
236,,
237,,
238,,
239,,
240,,
241,,
242,,
243,,
244,,
245,,
246,,
247,,
248,,
249,,
250,,
251,,
252,,
253,,
254,,
255,,
256,,
257,,
258,,
259,,
260,,
261,,
262,,
263,,
264,,
265,,
266,,
267,,
268,,
269,,
270,,
271,,
272,,
273,,
274,,
275,,
276,,
277,,
278,,
279,,
280,,
281,,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,,
295,,
296,,
297,,
298,,
299,,
300,,
